kpi_id,kpi_name,legacy_ea_id,vn_id,vn_name,kpi_code,dim_kpi_id,match_method,kpi_level,kpi_type,is_mark_kpi,cq_count,sample_cq_id,priority
VN-KPI-170,保单交付时效,,VN-RSJD-02,保单合同,VN-RSJD-170,KPI_20,direct_correspondence,价值节点级,全量registry,False,1,CQ-1397,P1
VN-KPI-171,Pending处理时效,,VN-RSJD-02,保单合同,VN-RSJD-171,KPI_22,direct_correspondence,价值节点级,全量registry,False,1,CQ-1398,P1
VN-KPI-172,回访完成率,,VN-RSJD-03,审计报告,VN-RSJD-172,KPI_51,process_support,价值节点级,全量registry,False,1,CQ-1399,P1
VN-KPI-173,异常件整改率,,VN-RSJD-03,审计报告,VN-RSJD-173,KPI_24,process_support,价值节点级,全量registry,False,1,CQ-1400,P1
VN-KPI-174,档案保管合规率,,VN-RSJD-03,审计报告,VN-RSJD-174,KPI_27,process_support,价值节点级,全量registry,False,1,CQ-1401,P1
VN-KPI-175,调研覆盖率,,VN-SMPS-01,目标市场深度分析报告,VN-SMPS-175,,,价值节点级,全量registry,False,1,CQ-1402,P0
VN-KPI-176,洞察报告审批周期,,VN-SMPS-01,目标市场深度分析报告,VN-SMPS-176,KPI_21,direct_correspondence,价值节点级,全量registry,False,1,CQ-1403,P0
VN-KPI-177,知识库更新及时率,,VN-SMPS-01,目标市场深度分析报告,VN-SMPS-177,,,价值节点级,全量registry,False,1,CQ-1404,P0
VN-KPI-178,概念测试通过率,,VN-SMPS-02,批准的价值主张文档,VN-SMPS-178,,,价值节点级,全量registry,False,1,CQ-1405,P0
VN-KPI-179,价值主张批准周期,,VN-SMPS-02,批准的价值主张文档,VN-SMPS-179,KPI_21,direct_correspondence,价值节点级,全量registry,False,1,CQ-1406,P0
VN-KPI-180,下游流程引用率,,VN-SMPS-02,批准的价值主张文档,VN-SMPS-180,,,价值节点级,全量registry,False,1,CQ-1407,P0
VN-KPI-181,方案审批周期,,VN-SMPS-03,业务模型完整方案,VN-SMPS-181,KPI_21,direct_correspondence,价值节点级,全量registry,False,1,CQ-1408,P0
VN-KPI-182,定价策略完整率,,VN-SMPS-03,业务模型完整方案,VN-SMPS-182,,,价值节点级,全量registry,False,1,CQ-1409,P0
VN-KPI-183,财务模型准确率,,VN-SMPS-03,业务模型完整方案,VN-SMPS-183,,,价值节点级,全量registry,False,1,CQ-1410,P0
VN-KPI-184,作战地图覆盖率,,VN-SMPS-04,客户获取作战地图,VN-SMPS-184,,,价值节点级,全量registry,False,1,CQ-1411,P0
VN-KPI-185,销售漏斗转化率,,VN-SMPS-04,客户获取作战地图,VN-SMPS-185,KPI_16,direct_correspondence,价值节点级,全量registry,False,1,CQ-1412,P0
VN-KPI-186,市场启动计划执行率,,VN-SMPS-04,客户获取作战地图,VN-SMPS-186,KPI_20,value_chain_decomposition,价值节点级,全量registry,False,1,CQ-1413,P0
VN-KPI-187,风险识别覆盖率,,VN-SMPS-05,正式风险登记册,VN-SMPS-187,KPI_28,direct_correspondence,价值节点级,全量registry,False,1,CQ-1414,P1
VN-KPI-188,高风险应对预案完备率,,VN-SMPS-05,正式风险登记册,VN-SMPS-188,KPI_28,process_support,价值节点级,全量registry,False,1,CQ-1415,P1
VN-KPI-189,风险登记册更新及时率,,VN-SMPS-05,正式风险登记册,VN-SMPS-189,KPI_28,process_support,价值节点级,全量registry,False,1,CQ-1416,P1
VN-KPI-190,KPI体系覆盖率,,VN-SMPS-06,市场进入KPI体系与目标值文档,VN-SMPS-190,,,价值节点级,全量registry,False,1,CQ-1417,P0
VN-KPI-191,目标值达成率,,VN-SMPS-06,市场进入KPI体系与目标值文档,VN-SMPS-191,KPI_03,direct_correspondence,价值节点级,全量registry,False,1,CQ-1418,P0
VN-KPI-192,部门承诺书签署率,,VN-SMPS-06,市场进入KPI体系与目标值文档,VN-SMPS-192,,,价值节点级,全量registry,False,1,CQ-1419,P0
VN-KPI-193,整合文档审批周期,,VN-SMPS-07,市场进入策略整合文档,VN-SMPS-193,,,价值节点级,全量registry,False,1,CQ-1420,P1
VN-KPI-194,策略一致性缺陷数,,VN-SMPS-07,市场进入策略整合文档,VN-SMPS-194,,,价值节点级,全量registry,False,1,CQ-1421,P1
VN-KPI-195,执行团队满意度,,VN-SMPS-07,市场进入策略整合文档,VN-SMPS-195,,,价值节点级,全量registry,False,1,CQ-1422,P1
VN-KPI-196,TOI服务产品包验收通过率,,VN-USV-01,TOI服务产品验证包,VN-USV-196,,,价值节点级,全量registry,False,1,CQ-1423,P1
VN-KPI-197,权益项清单覆盖率,,VN-USV-01,TOI服务产品验证包,VN-USV-197,KPI-T06,direct_correspondence,价值节点级,全量registry,False,1,CQ-1424,P1
VN-KPI-198,TOI外发放行合规率,,VN-USV-02,TOI合规准入放行包,VN-USV-198,KPI_27,process_support,价值节点级,全量registry,False,1,CQ-1425,P1
VN-KPI-199,Gate通过率,,VN-USV-02,TOI合规准入放行包,VN-USV-199,KPI_29,driver_factor,价值节点级,全量registry,False,1,CQ-1426,P1
VN-KPI-200,红线命中率,,VN-USV-02,TOI合规准入放行包,VN-USV-200,KPI_29,direct_correspondence,价值节点级,全量registry,False,1,CQ-1427,P1
VN-KPI-201,整合就绪确认书签署率,,VN-INS-03,整合就绪确认书,VN-INS-201,KPI_20,driver_factor,价值节点级,全量registry,False,1,CQ-1428,P1
VN-KPI-202,整合就绪签署及时率,,VN-INS-03,整合就绪确认书,VN-INS-202,KPI_20,driver_factor,价值节点级,全量registry,False,1,CQ-1429,P1
VN-KPI-203,认证名单准确率,,VN-INS-04,认证名单,VN-INS-203,,,价值节点级,全量registry,False,1,CQ-1430,P1
VN-KPI-204,名单更新及时率,,VN-INS-04,认证名单,VN-INS-204,,,价值节点级,全量registry,False,1,CQ-1431,P1
VN-KPI-205,保司报告按时产出率,,VN-INS-06,保司报告,VN-INS-205,KPI-T01,direct_correspondence,价值节点级,全量registry,False,1,CQ-1432,待确认
VN-KPI-206,报告数据完整率,,VN-INS-06,保司报告,VN-INS-206,KPI-T10,process_support,价值节点级,全量registry,False,1,CQ-1433,待确认
VN-KPI-207,调整建议书闭环率,,VN-INS-07,调整建议书,VN-INS-207,,,价值节点级,全量registry,False,1,CQ-1434,P1
VN-KPI-208,建议采纳率,,VN-INS-07,调整建议书,VN-INS-208,,,价值节点级,全量registry,False,1,CQ-1435,P1
VN-KPI-209,协议签署及时率,,VN-INS-08,新合同/终止协议,VN-INS-209,,,价值节点级,全量registry,False,1,CQ-1436,待确认
VN-KPI-210,协议合规审批率,,VN-INS-08,新合同/终止协议,VN-INS-210,KPI_27,process_support,价值节点级,全量registry,False,1,CQ-1437,待确认
VN-KPI-211,联合评估完成率,,VN-INS-09,联合评估结论,VN-INS-211,,,价值节点级,全量registry,False,1,CQ-1438,待确认
VN-KPI-212,评估结论执行率,,VN-INS-09,联合评估结论,VN-INS-212,,,价值节点级,全量registry,False,1,CQ-1439,待确认
VN-KPI-213,周期报告按时产出率,,VN-INS-10,周期总结报告,VN-INS-213,,,价值节点级,全量registry,False,1,CQ-1440,待确认
VN-KPI-214,总结结论闭环率,,VN-INS-10,周期总结报告,VN-INS-214,,,价值节点级,全量registry,False,1,CQ-1441,待确认
VN-KPI-215,尽调记录完整率,,VN-IBRD-01,合作伙伴尽调记录,VN-IBRD-215,KPI_17,driver_factor,价值节点级,全量registry,False,1,CQ-1442,P0
VN-KPI-216,尽调通过率,,VN-IBRD-01,合作伙伴尽调记录,VN-IBRD-216,KPI-T08,process_support,价值节点级,全量registry,False,1,CQ-1443,P0
VN-KPI-217,需求诊断报告完成率,,VN-URD-01,联合运营需求诊断报告,VN-URD-217,,,价值节点级,全量registry,False,1,CQ-1444,P1
VN-KPI-218,诊断结论落地率,,VN-URD-01,联合运营需求诊断报告,VN-URD-218,,,价值节点级,全量registry,False,1,CQ-1445,P1
VN-KPI-219,合规评估完成率（待调研）,,VN-URD-02,合规风险评估报告,VN-URD-219,KPI_27,process_support,价值节点级,全量registry,False,1,CQ-1446,P2
VN-KPI-220,对账准确率（待调研）,,VN-SSVA-01,服务对账单,VN-SSVA-220,KPI_21,process_support,价值节点级,全量registry,False,1,CQ-1447,P0
VN-KPI-221,结算及时率（待调研）,,VN-SSVA-02,激励结算单,VN-SSVA-221,KPI_21,direct_correspondence,价值节点级,全量registry,False,1,CQ-1448,P0
